Name,Cardtype,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Rotten Stalker,Unit,Void,1,Demon Undead,Deploy: Gain Taunt.,,5,"V, ?, ?, ?, ?, ?, ?",Common,"fantasy card game artwork, in the style of an ancient painting, inquisitor, hood, undead demon spy, trenchcoat, lurking in an alley --no fire, sparks --chaos 30 --ar 5:7 --iw 0.25 --v 6.1",https://alpha.midjourney.com/jobs/5ffb57a6-694c-47cf-a742-db40c1703c48?index=1,https://alpha.midjourney.com/jobs/4da0b68d-28af-4dde-a253-1c020edd6335?index=3,https://alpha.midjourney.com/jobs/69af7a08-96cc-4e74-9187-954be8881728?index=2,https://alpha.midjourney.com/jobs/d40b4ea5-79ba-483b-88bf-1aa4af3ab4c0?index=0,https://alpha.midjourney.com/jobs/965359e2-5cae-4adb-b129-ffb698e60485?index=2,https://alpha.midjourney.com/jobs/965359e2-5cae-4adb-b129-ffb698e60485?index=0,https://alpha.midjourney.com/jobs/196d79c9-72fd-4002-a986-7a5aaf9b8ca2?index=1,,,
Shademaw,Unit,Void,1,Demon Dragon,Ritual of Void: Your Opponent bottoms a Card and you draw a Card.,,3,"V, V, ?, ?, ?",Uncommon,"fantasy card game artwork, in the style of an ancient painting, wringing wyvern, boa constrictoa, dragon --chaos 30 --ar 5:7 --iw 0.3 --v 6.1",https://alpha.midjourney.com/jobs/85c573d7-2cdf-43a9-85ba-f42642bf4f47?index=3,https://alpha.midjourney.com/jobs/85c573d7-2cdf-43a9-85ba-f42642bf4f47?index=2,https://alpha.midjourney.com/jobs/03a2e0f0-0e78-4772-8448-9731440cc43d?index=2,https://alpha.midjourney.com/jobs/2199afb2-fdf9-42e4-8447-bbcb2272b0ee?index=0,https://alpha.midjourney.com/jobs/984b55bf-b5a7-4a25-9fc5-02259acf2ebb?index=1,https://alpha.midjourney.com/jobs/daa6b7c8-fdcf-4ec8-802a-6dd477e86ad5?index=2,https://alpha.midjourney.com/jobs/4b8d1c9e-330c-46fd-ac72-b136abc7bf79?index=3,https://alpha.midjourney.com/jobs/e7b96ab0-2dc6-467c-845d-3ea0adbd0be1?index=2,https://alpha.midjourney.com/jobs/e7b96ab0-2dc6-467c-845d-3ea0adbd0be1?index=0,
Clawing Centipede,Unit,Void,1,Demon Insect,Ambush: Your Opponent conquers any Lane. Unearth: All friendly adjacent Insect or Void Units gain +2 Power.,,3,"V, V, ?",Uncommon,"fantasy card game artwork, in the style of an ancient painting, centipede made out of demon spikes, digging, very bad aura boi --no fire, sparks --chaos 30 --ar 5:7 --iw 0.3 --v 6.1",https://alpha.midjourney.com/jobs/ec0b3c0a-3f13-42a9-8ae5-ccd3a2bde246?index=0,https://alpha.midjourney.com/jobs/b7288a40-3f0f-413c-b7e7-0bd65060a3f9?index=1,https://alpha.midjourney.com/jobs/bf521d3a-8081-4e0f-803f-ab3292dfb2cf?index=1,https://alpha.midjourney.com/jobs/536be7d1-2d21-45f4-bfdb-02a9b21c5e66?index=1,,,,,,
Voidsinger,Unit,Void,1,Undead Wizard,Deploy: Choose one: - Your opponent shuffles 2 Cards from their Hand into their Deck. - Draw two Cards.,"A serenade from the abyss, its melody fractures reality.",3,"V, V, V, ?, ?, ?",Rare,"hatsune miku, opera singer, black hair, fantasy card game artwork, black lips, black eyes, action shot, in the style of an ancient painting, subtle smile, cloak, horror --no fire, blood, sparks --chaos 30 --ar 5:7 --iw 0.3 --v 6.1",https://alpha.midjourney.com/jobs/1e1bd9f6-96ea-406f-974f-434655312d3b?index=3,https://alpha.midjourney.com/jobs/f1211b88-62fa-426d-8d5c-1600fcd5f5df?index=0,https://alpha.midjourney.com/jobs/3851d550-a918-4f53-b99a-bfc3302de693?index=0,https://alpha.midjourney.com/jobs/0c9b53cd-fba5-4d00-8281-9e91de81aea9?index=2,https://alpha.midjourney.com/jobs/d99cb0f7-fc12-4e74-a569-5fef07f85b4e?index=1,https://alpha.midjourney.com/jobs/af6a0250-7732-4e39-bbac-1d3a31bcf23d?index=2,https://alpha.midjourney.com/jobs/03f8c222-acef-4fe3-b41a-a19dc4b74217?index=2,,,
Necroscourge,Unit,Void,1,Construct Hunter,Ritual and Bury: Draw the top Undead or Construct of your Deck.,,4,"V, ?, ?, ?",Rare,"fantasy card game artwork, in the style of an ancient painting, ancient robot serpent with drill head, shovel tail, mechanical, rusty --no human, animal, electronic, hands --chaos 30 --ar 5:7 --iw 0.15 --v 6.1",https://alpha.midjourney.com/jobs/aa9fce64-251f-4480-9658-e135cc083f2f?index=1,https://alpha.midjourney.com/jobs/83ca19e2-2e10-4948-8314-32f44a89dd14?index=0,https://alpha.midjourney.com/jobs/83ca19e2-2e10-4948-8314-32f44a89dd14?index=2,https://alpha.midjourney.com/jobs/3fd9ed41-930b-449c-a0d8-a582a3a8dc51?index=0,https://alpha.midjourney.com/jobs/00267bdd-11c8-4813-bb0a-c2bdd022a05b?index=0,https://alpha.midjourney.com/jobs/6107e5e2-617d-4d5b-a627-cf5deb354a6e?index=3,https://alpha.midjourney.com/jobs/45147fdd-22bb-48d5-8aa9-4356dcba8b46?index=3,,,
Bandage Beetle,Unit,Void,1,Insect Wizard,Crystallize: You may return a friendly Undead Unit or buried Unit to your Hand to deploy this in that Unit's spot.,Death is an eternal business.,3,"V, ?",Rare,"fantasy card game artwork, ancient, egyptian beetle, wrapped in bandages, made out of bandages, crawling in a tomb, in the style of an ancient painting --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/c6073419-0b0b-47be-b834-e6de5a6e38db?index=1,https://alpha.midjourney.com/jobs/c6073419-0b0b-47be-b834-e6de5a6e38db?index=2,https://alpha.midjourney.com/jobs/56ad7b68-b4aa-44c6-ba28-2093ea5e6556?index=3,,,,,,,
Deadfield Tiller,Unit,Void,1,Dinosaur Undead,"Deploy: Unearth up to 2 Units. For each enemy Unit, you draw and for each friendly Unit unearthed this way, your opponent draws a Card.",,2,"V, V, ?",Rare,"fantasy card game artwork, ancient, deadfield tiller, dinosaur demon, clawing through cemetary ground, scattered bones, evil, in the style of an ancient painting --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/902f686b-2aa6-427e-aa01-bd0121e13b27?index=1,https://alpha.midjourney.com/jobs/3bce2cc2-7905-4055-a5c5-f61caeece66e?index=1,https://alpha.midjourney.com/jobs/dd8db80a-be81-42cd-8117-d370f2fdce6b?index=1,https://alpha.midjourney.com/jobs/8bc651f8-5a74-46c8-a338-5e7470e20d29?index=1,https://alpha.midjourney.com/jobs/b22ff1f1-e6fc-4125-8cea-7232f92d9b45?index=2,https://alpha.midjourney.com/jobs/269c73b0-be3d-48c0-ac52-459559b29a4f?index=1,https://alpha.midjourney.com/jobs/9b189e33-907b-4b73-9d91-41505c20174c?index=2,,,
Frightweaver,Unit,Void,1,Demon Spirit,"Ritual Animal or Human: Return a friendly buried Unit to your Hand, draw a Card, gain Fear.",Neither man nor beast can dare to withstand the terror that is exudes this being.,3,"V, ?, ?",Rare,"fantasy card game artwork, ancient, spirit, shapeless, frightweaver, nightmare, in the style of an ancient painting --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/486584b2-e68e-44a9-a038-0edfd1135259?index=3,https://alpha.midjourney.com/jobs/5303463c-59b3-4fb2-94c4-4a297ae0ad1a?index=1,https://alpha.midjourney.com/jobs/6c892b4d-9f53-4686-88b5-2ef14a829397?index=1,https://alpha.midjourney.com/jobs/6c892b4d-9f53-4686-88b5-2ef14a829397?index=0,https://alpha.midjourney.com/jobs/8ddea716-e1f9-491b-aca2-f52b67ebc68d?index=0,https://alpha.midjourney.com/jobs/20c46836-19bc-4c62-8431-98b2760b75d0?index=3,https://alpha.midjourney.com/jobs/20c46836-19bc-4c62-8431-98b2760b75d0?index=2,https://alpha.midjourney.com/jobs/149f71d5-4d94-4947-8b64-95192764e495?index=3,https://alpha.midjourney.com/jobs/67b753bb-9933-44e4-9173-3b0063249ccb?index=0,https://alpha.midjourney.com/jobs/6739ef37-0162-403e-aa5f-1618dfc3f388?index=1
Mini Golem,Unit,,1,Construct,,"Carved from the smallest rocks, yet its resolve stands as tall as the mountains.",3,"?, ?, ?, ?",Common,"fantasy card game artwork, tiny, stone golem, small, graffiti on golem, shifting stones, marketplace, lifting things, in the style of an ancient painting --no cute modern technology electro --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/ead00509-22e1-4300-a2f5-37e68b0be839?index=1,https://alpha.midjourney.com/jobs/46a0753e-b7f5-4268-a101-deb73939d6be?index=2,https://alpha.midjourney.com/jobs/ead00509-22e1-4300-a2f5-37e68b0be839?index=0,https://alpha.midjourney.com/jobs/f118c9e8-6691-4568-b982-bdee8c4d3c48?index=2,https://alpha.midjourney.com/jobs/f118c9e8-6691-4568-b982-bdee8c4d3c48?index=1,,,,,
Clocktower Drake,Unit,,1,Construct Dragon,,Ticking gears and whirring cogs give life to this marvel; a testament to mortal genius soaring high in the sky.,6,"?, ?, ?, ?, ?, ?, ?",Common,"fantasy card game artwork, ancient, broken clock tower, friendly, dragon sitting in clock tower, dragon made out of cogs and clock parts, metallic, rusty, construction, mechanical, in the style of an ancient painting, greek city and rome, summer colors, gigantic towers in the background, megalophilia --no modern technology electro --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/b66028ef-5e3a-4038-a5ee-304d9808015f?index=2,https://alpha.midjourney.com/jobs/1f413697-4aa9-4268-8632-34cae7b439c3?index=3,https://alpha.midjourney.com/jobs/798e9110-e3d6-4bea-912e-3edf1190348b?index=0,https://alpha.midjourney.com/jobs/c1f6934b-b3f3-4886-b338-7f2a1e30579d?index=0,https://alpha.midjourney.com/jobs/c1f6934b-b3f3-4886-b338-7f2a1e30579d?index=3,,,,,
Roaming Cherub,Unit,Divine,1,Angel Hunter,Deploy: Unleash <D><D><D>: Gain +3 Power.,,4,"D, ?, ?, ?, ?",Common,"roaming cherub, ancient greek female hoplite, on the prowl, hiding in shadows, holding a spear, action shot, freya, valkyrie",https://alpha.midjourney.com/jobs/1e429c2b-5a05-49ab-9489-c12018649b91?index=3,https://alpha.midjourney.com/jobs/73e183ab-cd8f-4e66-b328-a4226a72e32b?index=1,https://alpha.midjourney.com/jobs/93428f42-6dac-49ed-8e69-43a69015a590?index=0,https://alpha.midjourney.com/jobs/62caf3af-4107-40ab-861f-b8b9f3da8602?index=2,https://alpha.midjourney.com/jobs/9f44ec3c-8312-484b-bc3f-b055f211334b?index=1,https://alpha.midjourney.com/jobs/cda9e665-f4f8-47ac-8a96-6bb29eb7cff1?index=0,https://alpha.midjourney.com/jobs/cda9e665-f4f8-47ac-8a96-6bb29eb7cff1?index=2,https://alpha.midjourney.com/jobs/050c77d2-5182-4382-b5bc-db641bf5cec5?index=2,,
Old Bessy,Unit,,1,Animal,Deploy: Unleash <E><D><M><N><V>: Double the Power of all adjacent friendly Units.,"Ancient eyes, a witness to empires' rise and fall.",3,"?, ?, ?, ?",Rare,"fantasy card game artwork, a simple cow, majestic, munching on grass, looking at camera, standing in the mud, hooves made out of gold, hornes made out of gold, blue glowing eyes, pastry, italian farmhouse in the back, blue sky and hue, hair like a crown, in the style of an ancient painting --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/9c28fb54-8e94-4d81-8f7f-af5a9d185ca2?index=2,https://alpha.midjourney.com/jobs/d18a97fb-acf3-40be-b0ea-1d03a5d4f718?index=0,https://alpha.midjourney.com/jobs/9f0a0352-c8d7-4fc0-81bd-e0646e75ec05?index=2,https://alpha.midjourney.com/jobs/79f7eebb-4b11-44f5-97ee-ae9bab80f048?index=2,,,,,,
Realmshifter,Unit,,1,,This Card always has all Realms.,To shift between worlds is to master the dance of existence.,2,"?, ?",Rare,"card game artwork, dark cosmos in the background, portals to different terrains, a single wanderer, hooded, holding a stick, outerwordly, surreal landscape and flora, in the style of an ancient painting",https://alpha.midjourney.com/jobs/e39d57f2-0251-4a7d-83b3-fbf31cdf863d?index=1,https://alpha.midjourney.com/jobs/ca25e5d3-d262-4f14-9b5c-79a9a9086431?index=2,https://alpha.midjourney.com/jobs/ac3477a2-e364-4e6c-b7e2-76d9019e05c3?index=1,https://alpha.midjourney.com/jobs/5f29509f-1055-4e02-9c83-06ffd01c33bf?index=3,https://alpha.midjourney.com/jobs/2233b7d5-964b-446e-9579-03639cb3415b?index=0,,,,,
Shapeshifter,Unit,,1,,This Card always has all Types.,"One moment a whisper, the next a roar. Who will he be today?",2,"?, ?",Rare,"card game artwork, dark cosmos in the background, portals to different terrains, a single wanderer, hooded, holding a stick, ethereal, outerwordly, distinct image parts, in the style of an ancient painting --ar 5:7 --v 6.1",https://alpha.midjourney.com/jobs/ec5ac332-b6b1-4b86-8b06-ac7403f17f1b?index=3,https://alpha.midjourney.com/jobs/ec5ac332-b6b1-4b86-8b06-ac7403f17f1b?index=1,https://alpha.midjourney.com/jobs/0910dc1c-1abc-4850-9805-126bdbab7799?index=2,https://alpha.midjourney.com/jobs/e44b464d-8fb8-4785-b44d-30862c9b331d?index=0,https://alpha.midjourney.com/jobs/96c24ece-da8e-4b60-8c0c-6a196a1ae3db?index=3,,,,,
Big Dino Boy,Unit,Nature,0,Dinosaur,"Whenever you crystallize a Card, gain +3 Power.",,6,"N, N, ?, ?, ?, ?",Rare,,,,,,,,,,,
Middle Dino Boy,Unit,Nature,0,Dinosaur,"Deploy: If there are no adjacent Units, gain Fear and +3 Power.",,4,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Tsagan Battlegrounds,Terrain,,1,,,,,,Terrain,Tsagan Battlegrounds,https://alpha.midjourney.com/jobs/ddcde53e-854f-4732-a6b4-8592770ca20e?index=2,https://alpha.midjourney.com/jobs/f4d57316-24c9-4c3b-ba22-0de6b33bb37e?index=0,,,,,,,,
The Wasteland,Terrain,,1,,,,,,Terrain,The Wasteland,https://alpha.midjourney.com/jobs/88201211-96b8-4414-b374-515cc96e610c?index=3,https://alpha.midjourney.com/jobs/613ec65e-aa9b-455c-900a-f793e90ff3c6?index=1,,,,,,,,
Metropoleia,Terrain,,1,,Conquer: Draw a Card.,,,,Terrain,Metropoleia,https://alpha.midjourney.com/jobs/df77b7df-a1e5-4977-84d7-2340fa346f1e?index=0,https://alpha.midjourney.com/jobs/df77b7df-a1e5-4977-84d7-2340fa346f1e?index=1,,,,,,,,
Black Colosseum,Terrain,,1,,"Whenever a Unit is deployed in this Lane, it gains Taunt.",,,,Terrain,Black Colosseum,https://alpha.midjourney.com/jobs/ca62d294-e9f6-4d0e-894f-e496fd4d5a7c?index=0,https://alpha.midjourney.com/jobs/44df3ce6-8c69-4541-8469-a956481257a8?index=1,,,,,,,,
Miststrider Hideout,Terrain,,1,,Conquer: Bury one of your Units.,,,,Terrain,Miststrider Hideout,https://alpha.midjourney.com/jobs/8c043611-a6de-4127-b476-d2921f918989?index=2,https://alpha.midjourney.com/jobs/4389bdbb-7782-4158-b5e9-2271b0509efd?index=0,,,,,,,,
Coatlanti Underbrush,Terrain,,1,,Only Units with 3 or less Power can be deployed in this Lane.,,,,Terrain,Coatlanti Underbrush,https://alpha.midjourney.com/jobs/01862b9a-925e-4960-9b59-dc1accdb43d0?index=2,https://alpha.midjourney.com/jobs/fb0b2848-d85f-41ff-bd3b-2373abe1848d?index=0,https://alpha.midjourney.com/jobs/5d05060b-90d2-498e-a31c-61d7573c6a6b?index=2,,,,,,,
Moonspire Outpost,Terrain,,1,,"Whenever a Unit is deployed in this Lane, it gains Taunt.",,,,Terrain,Moonspire Outpost,https://alpha.midjourney.com/jobs/df77b7df-a1e5-4977-84d7-2340fa346f1e?index=3,https://alpha.midjourney.com/jobs/f2ccdb12-9be6-494f-a6ca-913a79e5a654?index=1,https://alpha.midjourney.com/jobs/754bff8c-b781-4afb-85ec-bec3f03f5cad?index=1,,,,,,,
Thundercrest Peaks,Terrain,,1,,"Whenever a Unit is deployed in this Lane, it gains Fear.",,,,Terrain,Thundercrest Peaks,https://alpha.midjourney.com/jobs/6b0fcc24-c288-4ec5-af4f-0bcaf82c2ddc?index=1,https://alpha.midjourney.com/jobs/db1f3de1-0533-4f8c-a65c-105967c191dc?index=3,https://alpha.midjourney.com/jobs/db1f3de1-0533-4f8c-a65c-105967c191dc?index=1,,,,,,,
Empire Barracks,Terrain,,1,,"Whenever a Unit is deployed in this Lane, give it +3 Power. Bury this.",,,,Terrain,Empire Barracks,https://alpha.midjourney.com/jobs/aa4f4836-a96e-4518-a17b-ce46077f02bd?index=3,https://alpha.midjourney.com/jobs/aa4f4836-a96e-4518-a17b-ce46077f02bd?index=0,,,,,,,,
Xotchli Sanctuary,Terrain,,1,,This Lane can only be conquered by Units with total Power of 10 or less.,,,,Terrain,Xotchli Sanctuary,https://alpha.midjourney.com/jobs/09b86ab5-112c-406d-a18f-eeeb76fc1db5?index=2,https://alpha.midjourney.com/jobs/ebb9223e-1b65-4e72-8083-8d3ec8ec12f5?index=1,,,,,,,,
Undercity Crypts,Terrain,,1,,,,,,Terrain,Undercity Crypts,https://alpha.midjourney.com/jobs/8c043611-a6de-4127-b476-d2921f918989?index=3,https://alpha.midjourney.com/jobs/09b86ab5-112c-406d-a18f-eeeb76fc1db5?index=0,,,,,,,,
Treasury of Metropoleia,Terrain,,1,,Conquer: Crystallize the top two cards of your Deck.,,,,Terrain,Treasury of Metropoleia,https://alpha.midjourney.com/jobs/09b86ab5-112c-406d-a18f-eeeb76fc1db5?index=1,https://alpha.midjourney.com/jobs/eca69252-5ea5-4e4c-8019-528019d2d791?index=0,https://alpha.midjourney.com/jobs/eca69252-5ea5-4e4c-8019-528019d2d791?index=2,https://alpha.midjourney.com/jobs/5e3b38dd-eec2-40cb-aed7-8157f1fcacc3?index=0,,,,,,
Bataarbad Expanse,Terrain,,1,,Conquer: All friendly Units in this Lane gain +1 Power.,,,,Terrain,Bataarbad Expanse,https://alpha.midjourney.com/jobs/5dbb8ecd-9b17-492c-8c6e-4ebd8802e6b4?index=2,https://alpha.midjourney.com/jobs/8235d30b-b3b6-425e-b229-bb896977b842?index=3,https://alpha.midjourney.com/jobs/e581b5a0-8efb-4c8e-a1cb-882994165dbb?index=1,,,,,,,
Sunburst Valley,Terrain,,1,,"Whenever a Unit is deployed in this Lane, each Player returns one of their Crystals to their Hand. Bury this.",,,,Terrain,Sunburst Valley,https://alpha.midjourney.com/jobs/41b197fe-775d-440c-b411-de975aaf0c08?index=0,https://alpha.midjourney.com/jobs/41b197fe-775d-440c-b411-de975aaf0c08?index=2,https://alpha.midjourney.com/jobs/41b197fe-775d-440c-b411-de975aaf0c08?index=3,,,,,,,
Terrain #1,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/eca69252-5ea5-4e4c-8019-528019d2d791?index=1,https://alpha.midjourney.com/jobs/eca69252-5ea5-4e4c-8019-528019d2d791?index=1,,,,,,,,
Terrain #2,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/79d3e24f-d6cf-4769-9e12-c80626fe6998?index=1,https://alpha.midjourney.com/jobs/79d3e24f-d6cf-4769-9e12-c80626fe6998?index=1,,,,,,,,
Terrain #3,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/5d05060b-90d2-498e-a31c-61d7573c6a6b?index=1,https://alpha.midjourney.com/jobs/5d05060b-90d2-498e-a31c-61d7573c6a6b?index=1,,,,,,,,
Terrain #4,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/754bff8c-b781-4afb-85ec-bec3f03f5cad?index=3,https://alpha.midjourney.com/jobs/754bff8c-b781-4afb-85ec-bec3f03f5cad?index=3,,,,,,,,
Terrain #5,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/5e3b38dd-eec2-40cb-aed7-8157f1fcacc3?index=1,https://alpha.midjourney.com/jobs/5e3b38dd-eec2-40cb-aed7-8157f1fcacc3?index=1,,,,,,,,
Terrain #6,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/0bd57eba-c988-445d-b3af-0c4d82847fc3?index=1,https://alpha.midjourney.com/jobs/0bd57eba-c988-445d-b3af-0c4d82847fc3?index=1,,,,,,,,
Terrain #7,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/73bfdae2-3e50-4d23-9c71-b130daca9f96?index=3,https://alpha.midjourney.com/jobs/73bfdae2-3e50-4d23-9c71-b130daca9f96?index=3,,,,,,,,
Terrain #8,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/8235d30b-b3b6-425e-b229-bb896977b842?index=1,https://alpha.midjourney.com/jobs/8235d30b-b3b6-425e-b229-bb896977b842?index=1,,,,,,,,
Terrain #9,Terrain,,1,,,,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/65fbc250-77dd-4941-9eab-f8e05b96899b?index=1,https://alpha.midjourney.com/jobs/65fbc250-77dd-4941-9eab-f8e05b96899b?index=1,,,,,,,,
Sainkhu Groves,Terrain,,1,,"Whenever a Unit with 1 Power is deployed in this Lane, it gains +2 Power.",,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/c91d6de8-ac68-49c6-a128-6a50add11a95?index=0,https://alpha.midjourney.com/jobs/6d6e4a05-b455-4225-9f53-6e0c8ca15b9d?index=3,https://alpha.midjourney.com/jobs/030a487d-a8eb-494b-aab6-66d4b2e606bf?index=3,,,,,,,
Duststorm Valley,Terrain,,1,,"Whenever a Unit with atleast 5 Power is deployed in this Lane, its Owner draws a Card.",,,,Terrain,Terrain,https://alpha.midjourney.com/jobs/4eb60306-01ed-481b-842b-6bfb222ffb0e?index=2,https://alpha.midjourney.com/jobs/4eb60306-01ed-481b-842b-6bfb222ffb0e?index=1,https://alpha.midjourney.com/jobs/4ff1ef90-1108-42ab-a355-4a44159221d2?index=1,,,,,,,
Miststrider Assassin,Unit,Mortal,1,,Deploy: Bury an adjacent Unit with Taunt.,,1,M,Uncommon,"miststrider assassin, antiquity, rainy coast, dense fog",https://alpha.midjourney.com/jobs/33fb412e-613c-4259-805a-4c65350e8b5d?index=0,https://alpha.midjourney.com/jobs/33fb412e-613c-4259-805a-4c65350e8b5d?index=3,https://alpha.midjourney.com/jobs/c9bca36b-de83-404a-9302-2b79d1c2e5a7?index=0,https://alpha.midjourney.com/jobs/c9bca36b-de83-404a-9302-2b79d1c2e5a7?index=1,https://alpha.midjourney.com/jobs/c9bca36b-de83-404a-9302-2b79d1c2e5a7?index=3,https://alpha.midjourney.com/jobs/e638ce50-37c5-4ad8-80d1-84365d8fc508?index=3,https://alpha.midjourney.com/jobs/4089ed4a-17f3-4ba8-885d-1a44e0495a57?index=3,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
